organism,ec,lineage
Candidatus Methanomethylophilus alvus Mx1201,2.3.3.13,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.3.3.14,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.-,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.10,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.14,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.17,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.18,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.19,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.28,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.29,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.4,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.4.2.7,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.-,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.10,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.105,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.108,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.114,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.15,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.17,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.19,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.29,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.3,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.41,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.46,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.47,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.49,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.56,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.6,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.61,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.72,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.74,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.76,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.78,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.89,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.9,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.5.1.90,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.6.1.-,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.6.1.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.6.1.11,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.6.1.42,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.6.1.83,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.6.1.85,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.6.1.9,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.6.1.97,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.-,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.11.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.15,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.161,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.168,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.169,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.23,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.35,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.36,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.39,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.49,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.50,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.1.71,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.2.11,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.2.3,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.2.4,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.2.8,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.4.1,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.4.16,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.4.22,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.4.26,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.4.3,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
Candidatus Methanomethylophilus alvus Mx1201,2.7.4.6,cellular organisms;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus;Candidatus Methanomethylophilus alvus Mx1201
